ID,StateCode,CountyCode,CountyName,Year,Force,Employed,Unemployed,Percent
CN0109700000000,01,097,"Mobile County, AL",2013,"186,563     ","170,629     ","15,934     ",8.5     
CN0109900000000,01,099,"Monroe County, AL",2013,"7,747     ","6,825     ",922     ,11.9     
CN0110100000000,01,101,"Montgomery County, AL",2013,"106,085     ","98,347     ","7,738     ",7.3     
CN0110300000000,01,103,"Morgan County, AL",2013,"56,852     ","52,948     ","3,904     ",6.9     
CN0110500000000,01,105,"Perry County, AL",2013,"3,557     ","3,075     ",482     ,13.6     
CN0110700000000,01,107,"Pickens County, AL",2013,"7,401     ","6,709     ",692     ,9.4     
CN0110900000000,01,109,"Pike County, AL",2013,"14,884     ","13,747     ","1,137     ",7.6     
CN0111100000000,01,111,"Randolph County, AL",2013,"9,188     ","8,475     ",713     ,7.8     
CN0111300000000,01,113,"Russell County, AL",2013,"24,954     ","23,146     ","1,808     ",7.2     
CN0111500000000,01,115,"St. Clair County, AL",2013,"38,735     ","36,357     ","2,378     ",6.1     
CN0111700000000,01,117,"Shelby County, AL",2013,"106,725     ","101,780     ","4,945     ",4.6     
CN0111900000000,01,119,"Sumter County, AL",2013,"5,449     ","4,956     ",493     ,9.0     
CN0112100000000,01,121,"Talladega County, AL",2013,"35,679     ","32,612     ","3,067     ",8.6     
CN0112300000000,01,123,"Tallapoosa County, AL",2013,"18,352     ","16,864     ","1,488     ",8.1     
CN0112500000000,01,125,"Tuscaloosa County, AL",2013,"95,430     ","89,362     ","6,068     ",6.4     
CN0112700000000,01,127,"Walker County, AL",2013,"26,297     ","24,072     ","2,225     ",8.5     
CN0112900000000,01,129,"Washington County, AL",2013,"6,697     ","5,969     ",728     ,10.9     
CN0113100000000,01,131,"Wilcox County, AL",2013,"2,773     ","2,238     ",535     ,19.3     
CN0113300000000,01,133,"Winston County, AL",2013,"9,620     ","8,714     ",906     ,9.4     
CN0201300000000,02,013,"Aleutians East Borough, AK",2013,"2,216     ","2,083     ",133     ,6.0     
CN0201600000000,02,016,"Aleutians West Census Area, AK",2013,"4,268     ","3,975     ",293     ,6.9     
CN0202000000000,02,020,"Anchorage Borough/municipality, AK",2013,"158,292     ","150,139     ","8,153     ",5.2     
CN0205000000000,02,050,"Bethel Census Area, AK",2013,"7,411     ","6,223     ","1,188     ",16.0     
CN0206000000000,02,060,"Bristol Bay Borough, AK",2013,491     ,448     ,43     ,8.8     
CN0206800000000,02,068,"Denali Borough, AK",2013,"1,077     ",943     ,134     ,12.4     
CN0207000000000,02,070,"Dillingham Census Area, AK",2013,"2,131     ","1,916     ",215     ,10.1     
CN0209000000000,02,090,"Fairbanks North Star Borough, AK",2013,"47,249     ","44,505     ","2,744     ",5.8     
CN0210000000000,02,100,"Haines Borough, AK",2013,"1,140     ","1,026     ",114     ,10.0     
CN0210500000000,02,105,"Hoonah-Angoon Census Area, AK",2013,"1,123     ",959     ,164     ,14.6     
CN0211000000000,02,110,"Juneau Borough/city, AK",2013,"17,578     ","16,699     ",879     ,5.0     
CN0212200000000,02,122,"Kenai Peninsula Borough, AK",2013,"27,804     ","25,587     ","2,217     ",8.0     
CN0213000000000,02,130,"Ketchikan Gateway Borough, AK",2013,"7,161     ","6,605     ",556     ,7.8     
CN0215000000000,02,150,"Kodiak Island Borough, AK",2013,"6,589     ","6,182     ",407     ,6.2     
CN0215800000000,02,158,"Kusilvak Census Area, AK",2013,"2,776     ","2,124     ",652     ,23.5     
CN0216400000000,02,164,"Lake and Peninsula Borough, AK",2013,636     ,538     ,98     ,15.4     
CN0217000000000,02,170,"Matanuska-Susitna Borough, AK",2013,"43,881     ","40,245     ","3,636     ",8.3     
CN0218000000000,02,180,"Nome Census Area, AK",2013,"4,136     ","3,630     ",506     ,12.2     
CN0218500000000,02,185,"North Slope Borough, AK",2013,"4,068     ","3,771     ",297     ,7.3     
CN0218800000000,02,188,"Northwest Arctic Borough, AK",2013,"3,062     ","2,563     ",499     ,16.3     
CN0219500000000,02,195,"Petersburg Borough, AK",2013,"1,656     ","1,514     ",142     ,8.6     
CN0219800000000,02,198,"Prince of Wales-Hyder Census Area, AK",2013,"2,807     ","2,467     ",340     ,12.1     
CN0222000000000,02,220,"Sitka Borough/city, AK",2013,"4,621     ","4,370     ",251     ,5.4     
CN0223000000000,02,230,"Skagway Municipality, AK",2013,792     ,695     ,97     ,12.2     
CN0224000000000,02,240,"Southeast Fairbanks Census Area, AK",2013,"3,009     ","2,617     ",392     ,13.0     
CN0226100000000,02,261,"Valdez-Cordova Census Area, AK",2013,"4,930     ","4,443     ",487     ,9.9     
CN0227500000000,02,275,"Wrangell Borough/city, AK",2013,"1,058     ",974     ,84     ,7.9     
CN0228200000000,02,282,"Yakutat Borough/city, AK",2013,285     ,258     ,27     ,9.5     
CN0229000000000,02,290,"Yukon-Koyukuk Census Area, AK",2013,"2,730     ","2,233     ",497     ,18.2     
CN0400100000000,04,001,"Apache County, AZ",2013,"21,876     ","17,852     ","4,024     ",18.4     
CN0400300000000,04,003,"Cochise County, AZ",2013,"51,436     ","46,706     ","4,730     ",9.2     
CN0400500000000,04,005,"Coconino County, AZ",2013,"71,018     ","65,252     ","5,766     ",8.1     
CN0400700000000,04,007,"Gila County, AZ",2013,"20,947     ","18,932     ","2,015     ",9.6     
CN0400900000000,04,009,"Graham County, AZ",2013,"14,306     ","13,201     ","1,105     ",7.7     
CN0401100000000,04,011,"Greenlee County, AZ",2013,"4,591     ","4,321     ",270     ,5.9     
CN0401200000000,04,012,"La Paz County, AZ",2013,"8,046     ","7,388     ",658     ,8.2     
CN0401300000000,04,013,"Maricopa County, AZ",2013,"1,911,209     ","1,785,535     ","125,674     ",6.6     
CN0401500000000,04,015,"Mohave County, AZ",2013,"77,055     ","69,090     ","7,965     ",10.3     
CN0401700000000,04,017,"Navajo County, AZ",2013,"42,014     ","36,361     ","5,653     ",13.5     
CN0401900000000,04,019,"Pima County, AZ",2013,"457,975     ","427,041     ","30,934     ",6.8     
CN0402100000000,04,021,"Pinal County, AZ",2013,"148,590     ","136,616     ","11,974     ",8.1     
CN0402300000000,04,023,"Santa Cruz County, AZ",2013,"20,153     ","17,059     ","3,094     ",15.4     
CN0402500000000,04,025,"Yavapai County, AZ",2013,"92,536     ","85,436     ","7,100     ",7.7     
CN0402700000000,04,027,"Yuma County, AZ",2013,"94,933     ","70,720     ","24,213     ",25.5     
CN0500100000000,05,001,"Arkansas County, AR",2013,"9,486     ","8,779     ",707     ,7.5     
CN0500300000000,05,003,"Ashley County, AR",2013,"8,831     ","7,859     ",972     ,11.0     
CN0500500000000,05,005,"Baxter County, AR",2013,"15,896     ","14,600     ","1,296     ",8.2     
CN0500700000000,05,007,"Benton County, AR",2013,"110,629     ","104,322     ","6,307     ",5.7     
CN0500900000000,05,009,"Boone County, AR",2013,"15,874     ","14,746     ","1,128     ",7.1     
CN0501100000000,05,011,"Bradley County, AR",2013,"4,084     ","3,678     ",406     ,9.9     
CN0501300000000,05,013,"Calhoun County, AR",2013,"2,399     ","2,200     ",199     ,8.3     
CN0501500000000,05,015,"Carroll County, AR",2013,"12,150     ","11,412     ",738     ,6.1     
CN0501700000000,05,017,"Chicot County, AR",2013,"3,804     ","3,357     ",447     ,11.8     
CN0501900000000,05,019,"Clark County, AR",2013,"9,818     ","8,923     ",895     ,9.1     
CN0502100000000,05,021,"Clay County, AR",2013,"6,462     ","5,825     ",637     ,9.9     
CN0502300000000,05,023,"Cleburne County, AR",2013,"9,921     ","9,063     ",858     ,8.6     
CN0502500000000,05,025,"Cleveland County, AR",2013,"3,562     ","3,289     ",273     ,7.7     
CN0502700000000,05,027,"Columbia County, AR",2013,"9,577     ","8,726     ",851     ,8.9     
CN0502900000000,05,029,"Conway County, AR",2013,"8,559     ","7,758     ",801     ,9.4     
CN0503100000000,05,031,"Craighead County, AR",2013,"48,801     ","45,561     ","3,240     ",6.6     
CN0503300000000,05,033,"Crawford County, AR",2013,"26,768     ","24,695     ","2,073     ",7.7     
CN0503500000000,05,035,"Crittenden County, AR",2013,"21,316     ","19,504     ","1,812     ",8.5     
CN0503700000000,05,037,"Cross County, AR",2013,"8,120     ","7,497     ",623     ,7.7     
CN0503900000000,05,039,"Dallas County, AR",2013,"2,904     ","2,585     ",319     ,11.0     
CN0504100000000,05,041,"Desha County, AR",2013,"5,585     ","5,040     ",545     ,9.8     
CN0504300000000,05,043,"Drew County, AR",2013,"8,085     ","7,283     ",802     ,9.9     
CN0504500000000,05,045,"Faulkner County, AR",2013,"58,657     ","54,805     ","3,852     ",6.6     
CN0504700000000,05,047,"Franklin County, AR",2013,"7,342     ","6,831     ",511     ,7.0     
CN0504900000000,05,049,"Fulton County, AR",2013,"4,865     ","4,525     ",340     ,7.0     
CN0505100000000,05,051,"Garland County, AR",2013,"40,399     ","37,299     ","3,100     ",7.7     
CN0505300000000,05,053,"Grant County, AR",2013,"8,183     ","7,642     ",541     ,6.6     
CN0505500000000,05,055,"Greene County, AR",2013,"19,213     ","17,678     ","1,535     ",8.0     
CN0505700000000,05,057,"Hempstead County, AR",2013,"9,988     ","9,255     ",733     ,7.3     
CN0505900000000,05,059,"Hot Spring County, AR",2013,"13,960     ","12,930     ","1,030     ",7.4     
CN0506100000000,05,061,"Howard County, AR",2013,"6,168     ","5,768     ",400     ,6.5     
CN0506300000000,05,063,"Independence County, AR",2013,"15,639     ","14,212     ","1,427     ",9.1     
CN0506500000000,05,065,"Izard County, AR",2013,"4,949     ","4,516     ",433     ,8.7     
CN0506700000000,05,067,"Jackson County, AR",2013,"6,213     ","5,528     ",685     ,11.0     
CN0506900000000,05,069,"Jefferson County, AR",2013,"30,707     ","27,502     ","3,205     ",10.4     
CN0507100000000,05,071,"Johnson County, AR",2013,"10,451     ","9,641     ",810     ,7.8     
CN0507300000000,05,073,"Lafayette County, AR",2013,"2,713     ","2,449     ",264     ,9.7     
CN0507500000000,05,075,"Lawrence County, AR",2013,"7,073     ","6,438     ",635     ,9.0     
CN0507700000000,05,077,"Lee County, AR",2013,"3,279     ","2,969     ",310     ,9.5     
CN0507900000000,05,079,"Lincoln County, AR",2013,"4,308     ","3,946     ",362     ,8.4     
CN0508100000000,05,081,"Little River County, AR",2013,"5,647     ","5,213     ",434     ,7.7     
CN0508300000000,05,083,"Logan County, AR",2013,"9,149     ","8,429     ",720     ,7.9     
CN0508500000000,05,085,"Lonoke County, AR",2013,"32,439     ","30,437     ","2,002     ",6.2     
CN0508700000000,05,087,"Madison County, AR",2013,"6,783     ","6,385     ",398     ,5.9     
CN0508900000000,05,089,"Marion County, AR",2013,"6,444     ","5,942     ",502     ,7.8     
CN0509100000000,05,091,"Miller County, AR",2013,"19,343     ","18,087     ","1,256     ",6.5     
CN0509300000000,05,093,"Mississippi County, AR",2013,"18,806     ","16,653     ","2,153     ",11.4     
CN0509500000000,05,095,"Monroe County, AR",2013,"3,088     ","2,814     ",274     ,8.9     
CN0509700000000,05,097,"Montgomery County, AR",2013,"3,382     ","3,094     ",288     ,8.5     
CN0509900000000,05,099,"Nevada County, AR",2013,"3,739     ","3,447     ",292     ,7.8     
CN0510100000000,05,101,"Newton County, AR",2013,"3,453     ","3,211     ",242     ,7.0     
CN0510300000000,05,103,"Ouachita County, AR",2013,"10,146     ","9,152     ",994     ,9.8     
CN0510500000000,05,105,"Perry County, AR",2013,"4,319     ","3,910     ",409     ,9.5     
CN0510700000000,05,107,"Phillips County, AR",2013,"7,518     ","6,653     ",865     ,11.5     
CN0510900000000,05,109,"Pike County, AR",2013,"4,157     ","3,785     ",372     ,8.9     
CN0511100000000,05,111,"Poinsett County, AR",2013,"10,041     ","9,180     ",861     ,8.6     
CN0511300000000,05,113,"Polk County, AR",2013,"8,365     ","7,758     ",607     ,7.3     
CN0511500000000,05,115,"Pope County, AR",2013,"29,332     ","27,155     ","2,177     ",7.4     
CN0511700000000,05,117,"Prairie County, AR",2013,"3,762     ","3,494     ",268     ,7.1     
CN0511900000000,05,119,"Pulaski County, AR",2013,"184,700     ","172,502     ","12,198     ",6.6     
CN0512100000000,05,121,"Randolph County, AR",2013,"6,623     ","5,984     ",639     ,9.6     
CN0512300000000,05,123,"St. Francis County, AR",2013,"9,080     ","8,124     ",956     ,10.5     
CN0512500000000,05,125,"Saline County, AR",2013,"54,185     ","51,012     ","3,173     ",5.9     
CN0512700000000,05,127,"Scott County, AR",2013,"4,541     ","4,252     ",289     ,6.4     
CN0512900000000,05,129,"Searcy County, AR",2013,"3,092     ","2,843     ",249     ,8.1     
CN0513100000000,05,131,"Sebastian County, AR",2013,"57,530     ","53,190     ","4,340     ",7.5     
CN0513300000000,05,133,"Sevier County, AR",2013,"5,863     ","5,367     ",496     ,8.5     
CN0513500000000,05,135,"Sharp County, AR",2013,"5,956     ","5,369     ",587     ,9.9     
CN0513700000000,05,137,"Stone County, AR",2013,"4,752     ","4,348     ",404     ,8.5     
CN0513900000000,05,139,"Union County, AR",2013,"16,425     ","14,995     ","1,430     ",8.7     
CN0514100000000,05,141,"Van Buren County, AR",2013,"6,425     ","5,795     ",630     ,9.8     
CN0514300000000,05,143,"Washington County, AR",2013,"105,674     ","99,945     ","5,729     ",5.4     
CN0514500000000,05,145,"White County, AR",2013,"34,720     ","31,977     ","2,743     ",7.9     
CN0514700000000,05,147,"Woodruff County, AR",2013,"3,204     ","2,896     ",308     ,9.6     
CN0514900000000,05,149,"Yell County, AR",2013,"8,967     ","8,372     ",595     ,6.6     
CN0600100000000,06,001,"Alameda County, CA",2013,"802,788     ","744,816     ","57,972     ",7.2     
CN0600300000000,06,003,"Alpine County, CA",2013,526     ,475     ,51     ,9.7     
CN0600500000000,06,005,"Amador County, CA",2013,"14,448     ","12,960     ","1,488     ",10.3     
CN0600700000000,06,007,"Butte County, CA",2013,"101,740     ","91,269     ","10,471     ",10.3     
CN0600900000000,06,009,"Calaveras County, CA",2013,"20,254     ","18,244     ","2,010     ",9.9     
CN0601100000000,06,011,"Colusa County, CA",2013,"11,290     ","9,157     ","2,133     ",18.9     
CN0601300000000,06,013,"Contra Costa County, CA",2013,"537,985     ","497,696     ","40,289     ",7.5     
CN0601500000000,06,015,"Del Norte County, CA",2013,"10,329     ","9,108     ","1,221     ",11.8     
CN0601700000000,06,017,"El Dorado County, CA",2013,"88,593     ","81,068     ","7,525     ",8.5     
CN0601900000000,06,019,"Fresno County, CA",2013,"437,864     ","379,876     ","57,988     ",13.2     
CN0602100000000,06,021,"Glenn County, CA",2013,"12,989     ","11,419     ","1,570     ",12.1     
CN0602300000000,06,023,"Humboldt County, CA",2013,"63,053     ","57,951     ","5,102     ",8.1     
CN0602500000000,06,025,"Imperial County, CA",2013,"78,251     ","58,675     ","19,576     ",25.0     
CN0602700000000,06,027,"Inyo County, CA",2013,"9,390     ","8,655     ",735     ,7.8     
CN0602900000000,06,029,"Kern County, CA",2013,"393,402     ","347,235     ","46,167     ",11.7     
CN0603100000000,06,031,"Kings County, CA",2013,"58,192     ","50,391     ","7,801     ",13.4     
CN0603300000000,06,033,"Lake County, CA",2013,"29,257     ","26,070     ","3,187     ",10.9     
CN0603500000000,06,035,"Lassen County, CA",2013,"11,004     ","9,838     ","1,166     ",10.6     
CN0603700000000,06,037,"Los Angeles County, CA",2013,"4,967,019     ","4,482,057     ","484,962     ",9.8     
CN0603900000000,06,039,"Madera County, CA",2013,"62,256     ","54,431     ","7,825     ",12.6     
CN0604100000000,06,041,"Marin County, CA",2013,"138,368     ","131,226     ","7,142     ",5.2     
CN0604300000000,06,043,"Mariposa County, CA",2013,"8,229     ","7,364     ",865     ,10.5     
CN0604500000000,06,045,"Mendocino County, CA",2013,"40,835     ","37,427     ","3,408     ",8.3     
CN0604700000000,06,047,"Merced County, CA",2013,"114,614     ","98,015     ","16,599     ",14.5     
CN0604900000000,06,049,"Modoc County, CA",2013,"3,502     ","3,073     ",429     ,12.3     
CN0605100000000,06,051,"Mono County, CA",2013,"8,368     ","7,656     ",712     ,8.5     
CN0605300000000,06,053,"Monterey County, CA",2013,"216,368     ","194,087     ","22,281     ",10.3     
CN0605500000000,06,055,"Napa County, CA",2013,"72,807     ","67,770     ","5,037     ",6.9     
CN0605700000000,06,057,"Nevada County, CA",2013,"48,168     ","44,271     ","3,897     ",8.1     
CN0605900000000,06,059,"Orange County, CA",2013,"1,565,305     ","1,462,374     ","102,931     ",6.6     
CN0606100000000,06,061,"Placer County, CA",2013,"175,828     ","162,276     ","13,552     ",7.7     
CN0606300000000,06,063,"Plumas County, CA",2013,"8,255     ","7,114     ","1,141     ",13.8     
CN0606500000000,06,065,"Riverside County, CA",2013,"996,348     ","897,785     ","98,563     ",9.9     
CN0606700000000,06,067,"Sacramento County, CA",2013,"680,209     ","619,880     ","60,329     ",8.9     
CN0606900000000,06,069,"San Benito County, CA",2013,"28,902     ","25,698     ","3,204     ",11.1     
CN0607100000000,06,071,"San Bernardino County, CA",2013,"896,615     ","809,113     ","87,502     ",9.8     
CN0607300000000,06,073,"San Diego County, CA",2013,"1,543,197     ","1,422,492     ","120,705     ",7.8     
CN0607500000000,06,075,"San Francisco County/city, CA",2013,"516,297     ","488,155     ","28,142     ",5.5     
CN0607700000000,06,077,"San Joaquin County, CA",2013,"313,072     ","274,580     ","38,492     ",12.3     
CN0607900000000,06,079,"San Luis Obispo County, CA",2013,"138,254     ","128,828     ","9,426     ",6.8     
CN0608100000000,06,081,"San Mateo County, CA",2013,"418,083     ","396,119     ","21,964     ",5.3     
CN0608300000000,06,083,"Santa Barbara County, CA",2013,"217,327     ","201,695     ","15,632     ",7.2     
CN0608500000000,06,085,"Santa Clara County, CA",2013,"971,843     ","909,102     ","62,741     ",6.5     
CN0608700000000,06,087,"Santa Cruz County, CA",2013,"142,058     ","127,475     ","14,583     ",10.3     
CN0608900000000,06,089,"Shasta County, CA",2013,"75,278     ","66,389     ","8,889     ",11.8     
CN0609100000000,06,091,"Sierra County, CA",2013,"1,452     ","1,267     ",185     ,12.7     
CN0609300000000,06,093,"Siskiyou County, CA",2013,"18,291     ","15,889     ","2,402     ",13.1     
CN0609500000000,06,095,"Solano County, CA",2013,"203,044     ","184,643     ","18,401     ",9.1     
CN0609700000000,06,097,"Sonoma County, CA",2013,"249,953     ","232,212     ","17,741     ",7.1     
CN0609900000000,06,099,"Stanislaus County, CA",2013,"240,962     ","209,795     ","31,167     ",12.9     
CN0610100000000,06,101,"Sutter County, CA",2013,"44,787     ","38,246     ","6,541     ",14.6     
CN0610300000000,06,103,"Tehama County, CA",2013,"25,083     ","22,172     ","2,911     ",11.6     
CN0610500000000,06,105,"Trinity County, CA",2013,"5,191     ","4,572     ",619     ,11.9     
CN0610700000000,06,107,"Tulare County, CA",2013,"201,031     ","172,184     ","28,847     ",14.3     
CN0610900000000,06,109,"Tuolumne County, CA",2013,"21,747     ","19,407     ","2,340     ",10.8     
CN0611100000000,06,111,"Ventura County, CA",2013,"433,955     ","399,799     ","34,156     ",7.9     
CN0611300000000,06,113,"Yolo County, CA",2013,"101,830     ","92,666     ","9,164     ",9.0     
CN0611500000000,06,115,"Yuba County, CA",2013,"28,247     ","24,533     ","3,714     ",13.1     
CN0800100000000,08,001,"Adams County, CO",2013,"242,495     ","222,831     ","19,664     ",8.1     
CN0800300000000,08,003,"Alamosa County, CO",2013,"7,585     ","6,849     ",736     ,9.7     
CN0800500000000,08,005,"Arapahoe County, CO",2013,"327,290     ","305,748     ","21,542     ",6.6     
CN0800700000000,08,007,"Archuleta County, CO",2013,"5,717     ","5,217     ",500     ,8.7     
CN0800900000000,08,009,"Baca County, CO",2013,"1,901     ","1,823     ",78     ,4.1     
CN0801100000000,08,011,"Bent County, CO",2013,"1,650     ","1,524     ",126     ,7.6     
CN0801300000000,08,013,"Boulder County, CO",2013,"175,327     ","165,722     ","9,605     ",5.5     
CN0801400000000,08,014,"Broomfield County/city, CO",2013,"32,879     ","30,972     ","1,907     ",5.8     
CN0801500000000,08,015,"Chaffee County, CO",2013,"8,327     ","7,816     ",511     ,6.1     
CN0801700000000,08,017,"Cheyenne County, CO",2013,972     ,931     ,41     ,4.2     
CN0801900000000,08,019,"Clear Creek County, CO",2013,"5,456     ","5,116     ",340     ,6.2     
CN0802100000000,08,021,"Conejos County, CO",2013,"3,620     ","3,236     ",384     ,10.6     
CN0802300000000,08,023,"Costilla County, CO",2013,"1,600     ","1,421     ",179     ,11.2     
CN0802500000000,08,025,"Crowley County, CO",2013,"1,326     ","1,231     ",95     ,7.2     
CN0802700000000,08,027,"Custer County, CO",2013,"1,926     ","1,803     ",123     ,6.4     
CN0802900000000,08,029,"Delta County, CO",2013,"13,893     ","12,658     ","1,235     ",8.9     
CN0803100000000,08,031,"Denver County/city, CO",2013,"363,895     ","339,790     ","24,105     ",6.6     
CN0803300000000,08,033,"Dolores County, CO",2013,"1,017     ",933     ,84     ,8.3     
CN0803500000000,08,035,"Douglas County, CO",2013,"164,955     ","156,216     ","8,739     ",5.3     
CN0803700000000,08,037,"Eagle County, CO",2013,"31,971     ","30,043     ","1,928     ",6.0     
CN0803900000000,08,039,"Elbert County, CO",2013,"12,732     ","11,985     ",747     ,5.9     
CN0804100000000,08,041,"El Paso County, CO",2013,"307,665     ","283,505     ","24,160     ",7.9     
CN0804300000000,08,043,"Fremont County, CO",2013,"14,990     ","13,392     ","1,598     ",10.7     
CN0804500000000,08,045,"Garfield County, CO",2013,"31,038     ","28,728     ","2,310     ",7.4     
CN0804700000000,08,047,"Gilpin County, CO",2013,"3,325     ","3,126     ",199     ,6.0     
CN0804900000000,08,049,"Grand County, CO",2013,"8,797     ","8,284     ",513     ,5.8     
CN0805100000000,08,051,"Gunnison County, CO",2013,"9,665     ","9,137     ",528     ,5.5     
CN0805300000000,08,053,"Hinsdale County, CO",2013,433     ,413     ,20     ,4.6     
CN0805500000000,08,055,"Huerfano County, CO",2013,"2,548     ","2,200     ",348     ,13.7     
CN0805700000000,08,057,"Jackson County, CO",2013,795     ,757     ,38     ,4.8     
CN0805900000000,08,059,"Jefferson County, CO",2013,"306,146     ","287,043     ","19,103     ",6.2     
CN0806100000000,08,061,"Kiowa County, CO",2013,766     ,732     ,34     ,4.4     
CN0806300000000,08,063,"Kit Carson County, CO",2013,"4,094     ","3,934     ",160     ,3.9     
CN0806500000000,08,065,"Lake County, CO",2013,"4,453     ","4,133     ",320     ,7.2     
CN0806700000000,08,067,"La Plata County, CO",2013,"29,651     ","27,964     ","1,687     ",5.7     
CN0806900000000,08,069,"Larimer County, CO",2013,"174,708     ","164,582     ","10,126     ",5.8     
CN0807100000000,08,071,"Las Animas County, CO",2013,"6,754     ","6,003     ",751     ,11.1     
CN0807300000000,08,073,"Lincoln County, CO",2013,"2,112     ","1,989     ",123     ,5.8     
CN0807500000000,08,075,"Logan County, CO",2013,"10,832     ","10,279     ",553     ,5.1     
CN0807700000000,08,077,"Mesa County, CO",2013,"73,766     ","67,327     ","6,439     ",8.7     
CN0807900000000,08,079,"Mineral County, CO",2013,426     ,401     ,25     ,5.9     
CN0808100000000,08,081,"Moffat County, CO",2013,"7,558     ","7,036     ",522     ,6.9     
